year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
2013,4,7,635,630,5,745,740,-5,VX,2436,N150BC,LGA,DTW,70,625,6,30,2013-04-07 06:00:00
2013,12,16,1843,1845,-2,2157,2159,11,9E,6769,N607FD,LGA,TPA,194,1657,18,45,2013-12-16 18:00:00
2013,10,14,1247,1300,-53,1299,1352,-66,US,3049,N841HF,EWR,RDU,52,419,13,0,2013-10-14 13:00:00
2013,10,18,2075,2030,45,2394,2349,42,UA,3395,N668EC,JFK,CLE,199,1790,20,30,2013-10-18 20:00:00
2013,3,24,1532,1515,17,2167,2150,43,US,318,N667FB,JFK,HNL,395,3070,15,15,2013-03-24 15:00:00
2013,2,25,1760,1745,15,2399,2384,24,WN,2184,N136BD,LGA,ATL,399,3249,17,45,2013-02-25 17:00:00
2013,3,1,2132,2115,17,2290,2273,19,B6,4263,N326HA,EWR,SEA,118,901,21,15,2013-03-01 21:00:00
2013,4,27,1209,1215,-6,1424,1430,4,UA,8853,N658EB,EWR,CLE,135,1264,12,15,2013-04-27 12:00:00
2013,3,6,1091,1145,-54,1328,1382,-30,9E,9665,N139DC,EWR,STL,157,1436,11,45,2013-03-06 11:00:00
2013,8,11,652,600,52,1254,1202,71,FL,7249,N482HE,JFK,MDW,362,2862,6,0,2013-08-11 06:00:00
2013,2,8,2095,2015,80,2423,2343,86,YV,8250,N933GD,JFK,OAK,208,1693,20,15,2013-02-08 20:00:00
2013,5,5,894,900,-6,1105,1111,-4,UA,5619,N849CD,LGA,TPA,131,1172,9,0,2013-05-05 09:00:00
2013,7,28,768,800,-32,903,935,-39,WN,2000,N301DA,JFK,TPA,95,763,8,0,2013-07-28 08:00:00
2013,2,9,1151,1130,21,1290,1269,23,B6,8798,N254DC,JFK,IAD,99,791,11,30,2013-02-09 11:00:00
2013,7,26,714,745,-31,1173,1204,-32,OO,4141,N382AF,LGA,SJU,299,2746,7,45,2013-07-26 07:00:00
2013,1,12,1048,1030,18,1207,1189,18,VX,3052,N808CC,LGA,IAD,119,1081,10,30,2013-01-12 10:00:00
2013,5,24,573,645,-72,696,768,-55,OO,1843,N230GF,LGA,PBI,83,724,6,45,2013-05-24 06:00:00
2013,1,10,967,1015,-48,1571,1619,-21,AS,9563,N586DC,JFK,PHX,364,2913,10,15,2013-01-10 10:00:00
2013,1,27,2234,2230,4,2481,2477,-2,F9,9917,N239HF,EWR,MIA,167,1574,22,30,2013-01-27 22:00:00
2013,4,17,819,800,19,936,917,26,YV,209,N396HF,EWR,PHL,77,702,8,0,2013-04-17 08:00:00
2013,1,13,560,545,15,1203,1188,21,US,5573,N630HC,JFK,CVG,403,3528,5,45,2013-01-13 05:00:00
2013,5,11,1119,1045,74,1476,1402,86,VX,4706,N901AC,EWR,SNA,237,2064,10,45,2013-05-11 10:00:00
2013,1,28,1868,1815,53,1984,1931,59,OO,1808,N319HB,JFK,SEA,76,660,18,15,2013-01-28 18:00:00
2013,4,28,1842,1800,42,2463,2421,64,US,8929,N611FA,JFK,OAK,381,3133,18,0,2013-04-28 18:00:00
2013,5,25,501,530,-29,1127,1156,-22,HA,5330,N497GE,EWR,SEA,386,3530,5,30,2013-05-25 05:00:00
2013,12,26,2236,2215,21,2393,2372,47,9E,5359,N437BC,JFK,BQN,117,948,22,15,2013-12-26 22:00:00
2013,5,15,828,830,-2,1130,1132,9,AS,8223,N911AC,JFK,PBI,182,1540,8,30,2013-05-15 08:00:00
2013,1,18,1731,1745,-14,2078,2092,-23,EV,6003,N614ED,LGA,DFW,227,2141,17,45,2013-01-18 17:00:00
2013,6,15,1826,1815,11,2031,2020,40,UA,602,N358GE,EWR,ORD,125,1033,18,15,2013-06-15 18:00:00
2013,10,1,2123,2100,23,2650,2627,31,YV,5151,N256AC,EWR,LAX,327,2492,21,0,2013-10-01 21:00:00
2013,11,22,1061,1115,-54,1476,1530,-53,AS,571,N997FF,LGA,LAX,255,2114,11,15,2013-11-22 11:00:00
2013,9,20,1738,1800,-62,1979,2041,-66,AA,4074,N416CA,EWR,FLL,161,1492,18,0,2013-09-20 18:00:00
2013,7,17,1406,1400,6,2060,2054,27,US,3134,N870BC,LGA,PHL,414,3467,14,0,2013-07-17 14:00:00
2013,4,26,488,500,-12,647,659,16,HA,7200,N549BF,EWR,MIA,119,1106,5,0,2013-04-26 05:00:00
2013,6,20,1815,1815,0,2227,2227,27,AS,9612,N282DE,LGA,FLL,252,2162,18,15,2013-06-20 18:00:00
2013,4,2,2136,2100,36,2364,2328,23,DL,8477,N633CE,LGA,SFO,148,1175,21,0,2013-04-02 21:00:00
2013,9,2,577,500,77,907,830,64,WN,2591,N856DB,EWR,SNA,210,1776,5,0,2013-09-02 05:00:00
2013,7,17,1018,1000,18,1238,1220,12,DL,5824,N690FE,EWR,MSP,140,1190,10,0,2013-07-17 10:00:00
2013,11,25,1016,1045,-29,1352,1381,-16,FL,3922,N733FF,EWR,ATL,216,1880,10,45,2013-11-25 10:00:00
2013,7,1,1843,1900,-57,2362,2419,-71,OO,3337,N146CD,LGA,PHX,319,2901,19,0,2013-07-01 19:00:00
2013,10,18,932,900,32,1170,1138,45,YV,6828,N318DD,JFK,CLE,158,1482,9,0,2013-10-18 09:00:00
2013,5,25,1380,1345,35,1507,1472,46,F9,6029,N286FC,LGA,SNA,87,769,13,45,2013-05-25 13:00:00
2013,10,22,1624,1645,-21,1760,1781,-14,AA,9778,N896BD,JFK,MDW,96,840,16,45,2013-10-22 16:00:00
2013,1,5,1645,1630,15,1966,1951,21,DL,2539,N753AF,LGA,IAD,201,1571,16,30,2013-01-05 16:00:00
2013,10,23,1894,1845,49,2341,2292,42,MQ,6757,N639AB,JFK,MDW,287,2470,18,45,2013-10-23 18:00:00
2013,12,26,930,945,-15,1239,1254,-21,DL,2656,N873GE,JFK,MKE,189,1488,9,45,2013-12-26 09:00:00
2013,5,10,2308,2230,78,2649,2571,99,UA,6595,N629GE,JFK,MKE,221,1850,22,30,2013-05-10 22:00:00
2013,12,1,1433,1330,103,1667,1564,88,MQ,752,N333EE,EWR,BOS,154,1362,13,30,2013-12-01 13:00:00
2013,6,14,813,900,-87,1045,1132,-58,VX,2518,N980BE,JFK,MCO,152,1298,9,0,2013-06-14 09:00:00
2013,5,25,1393,1330,63,1840,1777,79,B6,9903,N284DA,JFK,PHX,287,2457,13,30,2013-05-25 13:00:00
2013,5,26,1497,1500,-3,2120,2123,-14,B6,8528,N696HA,JFK,DEN,383,3630,15,0,2013-05-26 15:00:00
2013,10,24,1855,1815,40,2082,2042,63,9E,5855,N359FF,LGA,MSY,147,1392,18,15,2013-10-24 18:00:00
2013,4,18,1130,1100,30,1567,1537,44,EV,3880,N855BE,LGA,ORD,277,2423,11,0,2013-04-18 11:00:00
2013,1,5,2099,2115,-16,2542,2558,13,F9,5790,N700AB,JFK,ATL,283,2358,21,15,2013-01-05 21:00:00
2013,6,16,621,615,6,1167,1161,15,FL,4901,N143AA,EWR,SFO,346,3176,6,15,2013-06-16 06:00:00
2013,8,19,2056,2015,41,2498,2457,48,DL,1012,N804HD,EWR,DEN,282,2627,20,15,2013-08-19 20:00:00
2013,4,6,1510,1500,10,2059,2049,8,UA,3218,N629BD,LGA,DEN,349,2679,15,0,2013-04-06 15:00:00
2013,7,20,1043,1100,-57,1347,1404,-49,OO,3327,N604CB,LGA,FLL,184,1384,11,0,2013-07-20 11:00:00
2013,10,13,2288,2245,43,2644,2601,61,YV,9466,N756EA,EWR,BWI,236,2197,22,45,2013-10-13 22:00:00
2013,7,3,1694,1615,79,2002,1923,80,FL,6611,N311FA,LGA,MIA,188,1650,16,15,2013-07-03 16:00:00
2013,12,24,526,545,-19,950,969,2,US,1427,N604BA,EWR,BQN,264,2439,5,45,2013-12-24 05:00:00
2013,7,27,1115,1115,0,1556,1556,-1,EV,1609,N492BA,LGA,CLE,281,2173,11,15,2013-07-27 11:00:00
2013,9,23,1221,1145,76,1574,1498,85,F9,7405,N499CE,EWR,MDW,233,1973,11,45,2013-09-23 11:00:00
2013,5,6,1254,1145,109,1796,1687,135,DL,344,N411FA,EWR,PHL,342,2797,11,45,2013-05-06 11:00:00
2013,11,14,1951,1930,21,2359,2338,17,OO,9314,N586BF,JFK,MCO,248,2328,19,30,2013-11-14 19:00:00
2013,2,10,678,730,-52,892,944,-39,EV,5138,N914HE,JFK,BQN,134,1267,7,30,2013-02-10 07:00:00
2013,3,24,1978,2000,-22,2130,2152,-20,9E,688,N359CA,JFK,MSY,112,922,20,0,2013-03-24 20:00:00
2013,7,14,1093,1100,-7,1537,1544,22,OO,3450,N962DF,EWR,LAX,284,2647,11,0,2013-07-14 11:00:00
2013,5,15,1239,1230,9,1290,1281,7,MQ,4006,N986CA,JFK,MSY,51,415,12,30,2013-05-15 12:00:00
2013,2,14,2182,2145,37,2632,2595,62,B6,8889,N640FF,EWR,BQN,290,2192,21,45,2013-02-14 21:00:00
2013,11,26,2059,2015,44,2606,2562,33,9E,7857,N535DE,EWR,MIA,347,3022,20,15,2013-11-26 20:00:00
2013,1,16,2051,2000,51,2494,2443,78,F9,2355,N758DD,JFK,LAX,283,2258,20,0,2013-01-16 20:00:00
2013,3,13,1374,1315,59,2002,1943,59,EV,8476,N827HE,EWR,CLE,388,3027,13,15,2013-03-13 13:00:00
2013,9,14,1898,1915,-17,2105,2122,-5,MQ,4981,N691CB,JFK,PHX,127,985,19,15,2013-09-14 19:00:00
2013,4,19,1069,1115,-46,1500,1546,-35,B6,1371,N950EB,JFK,ORD,271,2269,11,15,2013-04-19 11:00:00
2013,4,15,870,845,25,1010,985,44,HA,7367,N793GF,EWR,HNL,100,906,8,45,2013-04-15 08:00:00
2013,1,3,1736,1715,21,2050,2029,31,B6,3561,N362DD,JFK,OAK,194,1464,17,15,2013-01-03 17:00:00
2013,5,11,2256,2245,11,2472,2461,-1,9E,8496,N744CC,LGA,DTW,136,1214,22,45,2013-05-11 22:00:00
2013,1,5,761,745,16,1007,991,8,MQ,6625,N987FE,EWR,SJU,166,1437,7,45,2013-01-05 07:00:00
2013,7,15,795,700,95,1323,1228,124,F9,2789,N428BC,JFK,MDW,328,3089,7,0,2013-07-15 07:00:00
2013,11,1,1334,1315,19,1853,1834,24,WN,7563,N680BA,LGA,RDU,319,2802,13,15,2013-11-01 13:00:00
2013,10,20,470,515,-45,928,973,-20,DL,1543,N536CA,EWR,MSP,298,2493,5,15,2013-10-20 05:00:00
2013,6,24,839,845,-6,1040,1046,-18,EV,8950,N479GF,LGA,SFO,121,926,8,45,2013-06-24 08:00:00
2013,4,11,1896,1845,51,2349,2298,49,AA,294,N191EB,EWR,CLE,293,2512,18,45,2013-04-11 18:00:00
2013,4,3,718,715,3,764,761,11,UA,8572,N688DB,EWR,RDU,46,378,7,15,2013-04-03 07:00:00
2013,3,4,983,1000,-17,1586,1603,-22,F9,9527,N879AF,LGA,SJU,363,3400,10,0,2013-03-04 10:00:00
2013,11,10,1707,1700,7,2023,2016,-4,9E,6977,N860GB,LGA,ATL,196,1752,17,0,2013-11-10 17:00:00
2013,9,19,1345,1345,0,1872,1872,-12,FL,6829,N446CD,EWR,ATL,327,2511,13,45,2013-09-19 13:00:00
2013,5,3,567,600,-33,1223,1256,-47,US,2776,N904DD,EWR,ATL,416,3513,6,0,2013-05-03 06:00:00
2013,4,20,1758,1700,58,2307,2249,57,B6,5168,N171CB,EWR,MCO,349,3238,17,0,2013-04-20 17:00:00
2013,8,15,1547,1530,17,1854,1837,5,MQ,1895,N908GD,LGA,CVG,187,1619,15,30,2013-08-15 15:00:00
2013,5,27,1806,1830,-24,2147,2171,-15,F9,6803,N981AC,JFK,HNL,221,2008,18,30,2013-05-27 18:00:00
2013,1,24,1450,1500,-50,1798,1848,-43,VX,158,N598BF,EWR,MKE,228,1994,15,0,2013-01-24 15:00:00
2013,8,11,1360,1345,15,1971,1956,39,AS,2945,N433GA,JFK,IAD,371,3042,13,45,2013-08-11 13:00:00
2013,3,6,933,945,-12,1585,1597,18,MQ,8516,N593DE,JFK,IAD,412,3503,9,45,2013-03-06 09:00:00
2013,11,5,1338,1345,-7,1951,1958,22,OO,1479,N420EE,EWR,BWI,373,3059,13,45,2013-11-05 13:00:00
2013,5,1,2277,2230,47,2580,2533,32,VX,6421,N351CF,EWR,CLE,183,1671,22,30,2013-05-01 22:00:00
2013,4,10,1958,2030,-72,2315,2387,-64,AS,1331,N910GC,LGA,OAK,237,2086,20,30,2013-04-10 20:00:00
2013,11,6,1835,1845,-10,1957,1967,8,EV,5620,N872AD,JFK,MDW,82,762,18,45,2013-11-06 18:00:00
2013,6,2,797,800,-3,1298,1301,-4,F9,7424,N834HB,LGA,CLE,301,2544,8,0,2013-06-02 08:00:00
2013,6,17,958,900,58,1607,1549,61,9E,3688,N508BF,JFK,MCO,409,3121,9,0,2013-06-17 09:00:00
2013,4,15,945,945,0,1579,1579,-8,MQ,1483,N735AB,JFK,CLT,394,3092,9,45,2013-04-15 09:00:00
2013,6,1,2133,2115,18,2288,2270,26,YV,5979,N972HE,JFK,MSP,115,1024,21,15,2013-06-01 21:00:00
2013,11,26,538,500,38,667,629,57,WN,9542,N450FD,EWR,FLL,89,743,5,0,2013-11-26 05:00:00
2013,6,1,997,930,67,1620,1553,63,US,4394,N907BE,LGA,DFW,383,3266,9,30,2013-06-01 09:00:00
2013,10,10,1618,1545,73,2029,1956,58,US,1148,N726FC,EWR,CLT,251,1939,15,45,2013-10-10 15:00:00
2013,6,9,576,600,-24,1020,1044,-17,DL,7888,N300CF,EWR,LAX,284,2622,6,0,2013-06-09 06:00:00
2013,10,19,1415,1415,0,1562,1562,-4,B6,8856,N915FC,JFK,DTW,107,844,14,15,2013-10-19 14:00:00
2013,7,20,689,645,44,907,863,45,DL,874,N417BB,EWR,DTW,138,1305,6,45,2013-07-20 06:00:00
2013,4,6,1108,1115,-7,1525,1532,17,F9,7322,N987EC,JFK,DTW,257,2409,11,15,2013-04-06 11:00:00
2013,2,13,1848,1830,18,2077,2059,12,WN,5811,N925HE,LGA,SEA,149,1239,18,30,2013-02-13 18:00:00
2013,6,22,1477,1415,62,1583,1521,68,EV,9652,N862BB,LGA,MIA,66,573,14,15,2013-06-22 14:00:00
2013,1,12,1918,1930,-12,2271,2283,-14,AA,1188,N834BF,LGA,MIA,233,2003,19,30,2013-01-12 19:00:00
2013,4,23,1592,1615,-23,1718,1741,-14,VX,8869,N725FA,LGA,DFW,86,675,16,15,2013-04-23 16:00:00
2013,10,23,1439,1445,-6,2085,2091,2,EV,8727,N387FF,EWR,FLL,406,3713,14,45,2013-10-23 14:00:00
2013,4,23,1054,1015,39,1658,1619,38,DL,1086,N334DF,JFK,DEN,364,2909,10,15,2013-04-23 10:00:00
2013,12,28,785,700,85,1241,1156,74,DL,4082,N857BC,LGA,DEN,296,2254,7,0,2013-12-28 07:00:00
2013,5,15,918,930,-12,1259,1271,2,VX,8372,N650GD,EWR,SJU,221,1822,9,30,2013-05-15 09:00:00
2013,8,5,811,815,-4,934,938,13,HA,8123,N670AD,JFK,TPA,83,628,8,15,2013-08-05 08:00:00
2013,4,6,489,530,-41,1042,1083,-42,US,409,N616CB,JFK,PHX,353,3232,5,30,2013-04-06 05:00:00
2013,6,22,550,600,-50,768,818,-62,FL,9694,N140BA,JFK,STL,138,1036,6,0,2013-06-22 06:00:00
2013,10,20,1645,1630,15,1866,1851,17,9E,591,N893ED,EWR,SNA,141,1318,16,30,2013-10-20 16:00:00
2013,1,13,1344,1345,-1,1853,1854,19,AA,7939,N885GC,JFK,DEN,309,2606,13,45,2013-01-13 13:00:00
2013,2,8,2145,2145,0,2202,2202,18,MQ,494,N955BA,JFK,ORD,57,457,21,45,2013-02-08 21:00:00
2013,11,20,1794,1815,-21,2401,2422,7,MQ,1080,N752HB,JFK,DTW,367,3478,18,15,2013-11-20 18:00:00
2013,2,1,2097,2115,-18,2246,2264,9,WN,4597,N522DB,EWR,CLT,109,872,21,15,2013-02-01 21:00:00
2013,7,16,908,945,-37,1039,1076,-37,F9,3476,N933CA,LGA,BWI,91,814,9,45,2013-07-16 09:00:00
2013,5,17,1549,1600,-51,2073,2124,-57,DL,7030,N168BC,EWR,SJU,324,2977,16,0,2013-05-17 16:00:00
2013,3,12,1769,1730,39,1825,1786,39,VX,8271,N581AC,LGA,MCO,56,482,17,30,2013-03-12 17:00:00
2013,10,2,895,930,-35,1120,1155,-14,US,8340,N912FD,EWR,FLL,145,1287,9,30,2013-10-02 09:00:00
2013,12,26,597,530,67,1119,1052,77,DL,9064,N326HA,EWR,STL,322,2446,5,30,2013-12-26 05:00:00
2013,5,4,1532,1445,87,1871,1784,94,9E,4377,N133AB,JFK,HNL,219,1684,14,45,2013-05-04 14:00:00
2013,5,23,1647,1630,17,2098,2081,31,OO,9886,N695GC,JFK,STL,291,2731,16,30,2013-05-23 16:00:00
2013,2,26,1178,1130,48,1693,1645,53,MQ,9222,N133BD,EWR,OAK,315,2459,11,30,2013-02-26 11:00:00
2013,5,8,2177,2115,62,2785,2723,87,9E,3829,N443HD,LGA,FLL,368,2893,21,15,2013-05-08 21:00:00
2013,10,27,725,800,-75,1162,1237,-86,F9,6116,N935AA,LGA,HNL,277,2625,8,0,2013-10-27 08:00:00
2013,11,8,1126,1200,-74,1644,1718,-60,EV,7709,N753AD,LGA,OAK,318,2831,12,0,2013-11-08 12:00:00
2013,10,8,513,515,-2,1122,1124,18,AS,9946,N417GF,LGA,IAD,369,2975,5,15,2013-10-08 05:00:00
2013,4,8,1856,1815,41,2398,2357,36,MQ,2627,N736BC,LGA,RDU,342,3075,18,15,2013-04-08 18:00:00
2013,9,24,1192,1230,-38,1692,1730,-28,FL,4261,N102EA,EWR,DFW,300,2416,12,30,2013-09-24 12:00:00
2013,12,26,2105,2100,5,2424,2419,-3,US,9558,N102DC,EWR,STL,199,1645,21,0,2013-12-26 21:00:00
2013,11,2,2247,2245,2,2865,2863,28,AS,9717,N313EE,LGA,BOS,378,3005,22,45,2013-11-02 22:00:00
2013,2,3,2025,2015,10,2343,2333,10,US,2651,N295ED,EWR,SJU,198,1527,20,15,2013-02-03 20:00:00
2013,4,3,1704,1715,-11,2040,2051,17,UA,1523,N124AC,EWR,OAK,216,1786,17,15,2013-04-03 17:00:00
2013,3,16,1816,1830,-14,1968,1982,-21,VX,1346,N527EA,LGA,BQN,112,1031,18,30,2013-03-16 18:00:00
2013,11,22,695,700,-5,740,745,5,MQ,4557,N288FE,LGA,BWI,45,340,7,0,2013-11-22 07:00:00
2013,5,27,1268,1245,23,1609,1586,19,YV,1099,N760DA,EWR,CLE,221,1924,12,45,2013-05-27 12:00:00
2013,5,12,1825,1830,-5,2370,2375,20,HA,6545,N774DE,JFK,MSY,345,2858,18,30,2013-05-12 18:00:00
2013,10,27,2148,2045,103,2594,2491,124,F9,7724,N419DF,EWR,SFO,286,2502,20,45,2013-10-27 20:00:00
2013,2,17,2249,2215,34,2659,2625,34,EV,9361,N710CE,LGA,DTW,250,2202,22,15,2013-02-17 22:00:00
2013,7,23,2265,2215,50,2891,2841,66,9E,3548,N786FB,LGA,MKE,386,3285,22,15,2013-07-23 22:00:00
2013,12,22,597,615,-18,951,969,-22,MQ,510,N398GD,JFK,CLE,234,1934,6,15,2013-12-22 06:00:00
2013,11,7,714,645,69,968,899,71,AS,3961,N699ED,LGA,TPA,174,1503,6,45,2013-11-07 06:00:00
2013,5,28,903,900,3,1412,1409,-10,HA,9835,N331BD,EWR,CVG,309,2557,9,0,2013-05-28 09:00:00
2013,4,14,1236,1245,-9,1444,1453,-19,US,5977,N501FD,LGA,DTW,128,1000,12,45,2013-04-14 12:00:00
2013,9,19,2133,2115,18,2263,2245,9,AS,7755,N290FA,JFK,MKE,90,837,21,15,2013-09-19 21:00:00
2013,10,16,1292,1315,-23,1425,1448,-32,HA,3673,N450AA,JFK,DEN,93,736,13,15,2013-10-16 13:00:00
2013,7,26,1757,1745,12,2060,2048,22,VX,4259,N645AF,LGA,DFW,183,1685,17,45,2013-07-26 17:00:00
2013,12,8,749,815,-66,804,870,-69,FL,1564,N324FC,JFK,DEN,55,490,8,15,2013-12-08 08:00:00
2013,5,6,579,515,64,808,744,87,HA,1379,N906CE,JFK,PHL,149,1252,5,15,2013-05-06 05:00:00
2013,10,22,1266,1300,-34,1878,1912,-46,OO,8856,N450FA,EWR,MSP,372,2966,13,0,2013-10-22 13:00:00
2013,12,2,745,745,0,854,854,9,MQ,5134,N192CE,JFK,ATL,69,553,7,45,2013-12-02 07:00:00
2013,10,18,2033,2045,-12,2662,2674,17,US,3046,N579CC,JFK,DEN,389,3021,20,45,2013-10-18 20:00:00
2013,9,26,1240,1300,-60,1481,1541,-64,VX,8236,N871CC,LGA,MCO,161,1480,13,0,2013-09-26 13:00:00
2013,4,25,2140,2145,-5,2496,2501,22,F9,8166,N230EF,EWR,HNL,236,2225,21,45,2013-04-25 21:00:00
2013,2,9,1904,1915,-11,2322,2333,-6,B6,9395,N275CF,JFK,DEN,258,2237,19,15,2013-02-09 19:00:00
2013,5,18,1207,1200,7,1539,1532,-6,UA,3974,N812FD,LGA,CVG,212,1924,12,0,2013-05-18 12:00:00
2013,9,27,2244,2230,14,2664,2650,31,B6,5483,N944GC,LGA,HNL,260,2406,22,30,2013-09-27 22:00:00
2013,11,2,1401,1345,56,2034,1978,58,9E,5341,N251HA,JFK,ORD,393,3497,13,45,2013-11-02 13:00:00
2013,10,7,1815,1800,15,2137,2122,15,VX,1330,N607AE,EWR,ATL,202,1893,18,0,2013-10-07 18:00:00
2013,1,2,2052,2030,22,2253,2231,11,HA,5584,N304EC,LGA,MIA,121,991,20,30,2013-01-02 20:00:00
2013,4,24,1736,1700,36,1984,1948,51,EV,1324,N631AB,LGA,ATL,168,1399,17,0,2013-04-24 17:00:00
2013,4,7,1151,1115,36,1579,1543,50,HA,7345,N541DA,LGA,FLL,268,2398,11,15,2013-04-07 11:00:00
2013,3,21,2284,2230,54,2500,2446,68,HA,8416,N756AD,JFK,STL,136,1148,22,30,2013-03-21 22:00:00
2013,9,5,1478,1415,63,1836,1773,74,US,2078,N500AF,JFK,DEN,238,1927,14,15,2013-09-05 14:00:00
2013,4,11,678,700,-22,821,843,-29,F9,295,N363GA,JFK,SNA,103,945,7,0,2013-04-11 07:00:00
2013,11,18,1461,1400,61,2111,2050,89,AA,6773,N321FD,EWR,OAK,410,3483,14,0,2013-11-18 14:00:00
2013,8,15,1111,1130,-19,1519,1538,-10,VX,7877,N918CB,EWR,MDW,248,2040,11,30,2013-08-15 11:00:00
2013,7,12,1697,1715,-18,1847,1865,-13,OO,9950,N970GA,JFK,SFO,110,993,17,15,2013-07-12 17:00:00
2013,12,10,1824,1800,24,2166,2142,41,UA,7744,N125EA,JFK,LAX,222,1932,18,0,2013-12-10 18:00:00
2013,11,27,1121,1145,-24,1647,1671,-3,B6,2147,N658CF,EWR,MSY,326,2966,11,45,2013-11-27 11:00:00
2013,7,5,2234,2215,19,2875,2856,24,AS,5327,N943HB,JFK,SJU,401,3462,22,15,2013-07-05 22:00:00
2013,5,15,920,915,5,1132,1127,8,US,4190,N450FE,JFK,CLE,132,1191,9,15,2013-05-15 09:00:00
2013,5,28,1982,2030,-48,2418,2466,-38,WN,420,N150AE,JFK,PHL,276,2364,20,30,2013-05-28 20:00:00
2013,3,12,2079,2030,49,2526,2477,48,WN,1150,N550DC,JFK,PHX,287,2407,20,30,2013-03-12 20:00:00
2013,4,12,1211,1230,-19,1639,1658,1,F9,7943,N296CE,JFK,DEN,268,2503,12,30,2013-04-12 12:00:00
2013,8,1,2019,2030,-11,2542,2553,5,US,8968,N930EA,JFK,SJU,323,3049,20,30,2013-08-01 20:00:00
2013,7,18,1476,1330,146,2113,1967,176,WN,2912,N382ED,LGA,TPA,397,3111,13,30,2013-07-18 13:00:00
2013,7,5,2084,2000,84,2404,2320,87,FL,2927,N331CE,LGA,CLE,200,1735,20,0,2013-07-05 20:00:00
2013,7,17,2192,2200,-8,2709,2717,-23,FL,7533,N809ED,JFK,ORD,317,2829,22,0,2013-07-17 22:00:00
2013,4,28,963,900,63,1491,1428,78,YV,4736,N525CC,JFK,ATL,328,2577,9,0,2013-04-28 09:00:00
2013,3,19,589,530,59,1145,1086,88,UA,7794,N804EE,LGA,IAD,356,2741,5,30,2013-03-19 05:00:00
2013,5,17,805,800,5,856,851,12,AS,5728,N696AE,EWR,CLE,51,389,8,0,2013-05-17 08:00:00
2013,1,23,1353,1400,-47,1505,1552,-25,AA,5855,N183HB,EWR,SNA,112,1012,14,0,2013-01-23 14:00:00
2013,7,16,2217,2245,-28,2440,2468,-6,EV,9132,N870CC,EWR,MCO,143,1195,22,45,2013-07-16 22:00:00
2013,2,24,2205,2200,5,2406,2401,26,WN,9499,N741GA,JFK,MCO,121,911,22,0,2013-02-24 22:00:00
2013,9,1,1569,1545,24,1700,1676,51,UA,7377,N540CD,LGA,MCO,91,709,15,45,2013-09-01 15:00:00
2013,7,22,733,730,3,1191,1188,16,DL,6054,N667GC,EWR,BQN,298,2404,7,30,2013-07-22 07:00:00
2013,8,4,1030,1030,0,1289,1289,25,FL,1394,N425AB,EWR,BQN,179,1612,10,30,2013-08-04 10:00:00
2013,8,21,1317,1315,2,1528,1526,24,UA,4663,N189GD,LGA,DFW,131,1167,13,15,2013-08-21 13:00:00
2013,5,7,2153,2215,-62,2202,2264,-41,FL,9597,N875DB,LGA,STL,49,373,22,15,2013-05-07 22:00:00
2013,3,1,1210,1145,65,1612,1547,58,MQ,1560,N846HE,JFK,FLL,242,1984,11,45,2013-03-01 11:00:00
2013,9,15,1558,1530,28,2069,2041,21,FL,835,N718FC,EWR,CLE,311,2886,15,30,2013-09-15 15:00:00
2013,5,15,1857,1815,42,1997,1955,30,WN,5548,N226AA,EWR,DTW,100,810,18,15,2013-05-15 18:00:00
2013,6,9,757,800,-43,1115,1158,-40,AA,8175,N835AD,JFK,MIA,238,1963,8,0,2013-06-09 08:00:00
2013,10,12,1620,1545,75,1764,1689,70,YV,8976,N309CD,JFK,HNL,104,893,15,45,2013-10-12 15:00:00
2013,10,25,1372,1315,57,1708,1651,82,FL,6287,N176BE,JFK,LAX,216,2032,13,15,2013-10-25 13:00:00
2013,6,26,1895,1945,-50,2305,2355,-29,DL,7788,N414GC,EWR,BOS,250,1946,19,45,2013-06-26 19:00:00
2013,12,4,908,915,-7,1231,1238,19,OO,678,N403HB,JFK,OAK,203,1660,9,15,2013-12-04 09:00:00
2013,1,12,1788,1745,43,2015,1972,44,EV,5656,N304GF,JFK,ORD,147,1356,17,45,2013-01-12 17:00:00
2013,11,23,2105,2045,60,2340,2280,76,VX,215,N801FB,EWR,BQN,155,1265,20,45,2013-11-23 20:00:00
2013,3,12,1879,1900,-21,2396,2417,8,AA,213,N332BA,JFK,ATL,317,2939,19,0,2013-03-12 19:00:00
2013,3,28,1749,1730,19,2192,2173,43,UA,215,N523GA,LGA,MDW,283,2526,17,30,2013-03-28 17:00:00
2013,8,5,1917,1830,87,2172,2085,91,DL,7006,N767HC,EWR,SFO,175,1374,18,30,2013-08-05 18:00:00
2013,4,21,1508,1515,-7,1952,1959,-18,F9,2913,N526AD,EWR,SFO,284,2685,15,15,2013-04-21 15:00:00
2013,12,16,867,900,-33,1173,1206,-45,UA,7480,N964BB,JFK,PBI,186,1623,9,0,2013-12-16 09:00:00
2013,2,20,2107,2030,77,2762,2685,101,9E,8476,N547CD,LGA,LAX,415,3418,20,30,2013-02-20 20:00:00
2013,7,18,1064,1045,19,1386,1367,8,WN,6533,N525FF,LGA,CVG,202,1696,10,45,2013-07-18 10:00:00
